YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,Jan-Feb,Mar-May,Jun-Sep,Oct-Dec,FLOODS
3754,29.0,0.0,0.0,48.7,74.2,208.7,231.5,138.5,188.4,86.5,73.9,10.0,1089.5,29.0,122.9,767.1,170.4,1
3755,30.0,27.7,30.4,0.0,46.2,141.2,325.5,335.6,188.3,112.3,46.8,34.5,1318.4,57.7,76.6,990.5,193.6,1
3756,10.0,32.0,60.5,55.6,0.0,277.2,341.7,296.5,257.5,169.4,44.3,0.0,1544.7,42.0,116.1,1172.9,213.7,1
3757,34.7,25.2,32.7,59.5,55.4,177.4,281.5,341.3,132.4,63.3,54.6,12.2,1270.2,59.9,147.6,932.6,130.1,0
3758,15.0,17.5,24.7,61.4,90.8,191.6,333.1,250.3,282.3,58.0,21.3,24.6,1370.7,32.5,177.0,1057.3,103.9,1
3759,21.5,30.3,18.9,36.3,51.0,139.3,274.5,231.5,128.8,37.7,21.6,25.3,1016.7,51.7,106.2,774.2,84.6,0
3760,21.1,31.5,46.2,51.8,62.8,123.8,342.0,280.4,156.0,125.3,46.5,12.3,1299.7,52.6,160.8,902.2,184.1,1
3761,16.4,26.3,15.1,76.3,73.8,201.3,358.9,338.1,228.7,49.0,15.9,27.0,1426.8,42.7,165.3,1126.9,91.9,1
3762,27.7,10.5,63.2,76.1,33.6,187.0,357.9,264.3,243.6,67.9,44.9,24.9,1401.5,38.2,172.9,1052.7,137.7,1
3763,27.5,25.9,64.8,44.4,79.5,131.6,303.2,334.5,117.0,11.7,36.1,8.5,1184.8,53.4,188.6,886.4,56.4,1
3764,0.0,38.7,34.6,48.1,107.8,95.9,222.2,211.6,133.2,115.6,15.9,19.5,1043.0,38.7,190.5,662.8,150.9,1
3765,33.7,13.6,29.8,69.4,57.2,105.2,252.2,269.0,204.4,126.0,33.5,23.7,1217.8,47.3,156.4,830.8,183.3,1
3766,0.0,51.4,48.6,12.0,30.4,240.8,336.7,275.2,311.9,114.1,59.1,9.3,1489.4,51.4,90.9,1164.6,182.5,1
3767,30.4,14.6,49.7,37.9,60.1,141.3,466.4,363.4,254.8,21.0,34.6,34.6,1508.9,45.0,147.7,1225.9,90.3,1
3768,31.5,22.5,15.5,74.4,0.0,156.4,271.1,294.1,177.1,105.1,34.7,6.8,1189.2,54.0,89.9,898.7,146.6,0
3769,4.9,12.6,20.5,66.5,71.4,254.8,326.9,398.7,64.2,18.4,39.6,17.6,1296.1,17.5,158.4,1044.6,75.6,1
3770,13.1,25.1,6.2,53.1,74.7,113.3,256.1,188.4,194.2,84.2,42.2,2.3,1052.8,38.2,134.0,752.0,128.6,0
3771,4.7,0.0,37.4,11.9,108.9,135.0,226.8,288.8,208.8,89.8,26.4,17.1,1155.7,4.7,158.2,859.5,133.3,0
3772,15.4,14.4,42.0,43.9,56.6,132.7,247.7,292.2,170.1,93.8,40.0,4.3,1153.0,29.8,142.5,842.7,138.1,0
3773,14.3,6.7,5.7,32.0,73.4,264.0,149.2,322.2,145.8,102.3,12.0,12.8,1140.4,21.0,111.2,881.1,127.1,1
3774,27.4,23.9,21.8,52.3,37.9,284.6,389.7,224.7,198.3,81.7,17.0,0.0,1359.3,51.3,112.0,1097.3,98.7,1
3775,33.7,35.9,5.7,27.2,52.0,216.3,138.9,394.5,141.0,7.4,19.6,24.8,1097.2,69.6,85.0,890.8,51.8,1
3776,34.7,31.0,13.8,22.4,19.3,218.1,276.5,280.9,287.4,102.3,42.4,19.9,1348.9,65.8,55.6,1062.9,164.6,1
3777,11.3,0.0,39.9,0.0,56.5,143.1,212.5,206.1,268.9,85.7,36.2,28.0,1088.2,11.3,96.5,830.6,149.9,1
3778,15.5,50.6,16.8,71.9,53.5,282.1,233.1,278.9,224.2,47.7,30.3,12.2,1316.7,66.1,142.1,1018.3,90.2,1
3779,0.0,26.1,24.6,36.2,70.4,189.7,391.4,258.7,194.7,22.4,46.8,28.5,1289.4,26.1,131.2,1034.4,97.7,1
3780,8.3,11.1,0.7,48.5,44.5,221.9,309.1,469.3,155.7,140.5,40.6,16.4,1466.6,19.5,93.7,1155.9,197.5,1
3781,29.6,24.2,33.4,45.0,64.3,169.2,227.4,351.4,188.9,128.8,27.2,17.2,1306.6,53.8,142.7,936.9,173.2,1
3782,37.4,24.5,29.2,21.5,52.7,160.3,253.7,283.4,275.2,108.8,12.3,39.3,1298.2,61.9,103.4,972.6,160.4,1
3783,3.2,12.7,16.9,17.3,52.7,266.5,241.4,272.4,235.2,56.3,16.6,10.7,1201.8,15.9,86.9,1015.4,83.6,1
3784,10.9,24.8,26.6,22.9,64.3,204.7,292.0,344.7,200.6,0.0,3.7,29.5,1224.5,35.7,113.7,1041.9,33.2,1
3785,17.7,13.5,33.2,29.1,63.1,254.8,307.1,347.9,238.0,111.1,35.8,21.3,1472.7,31.2,125.5,1147.9,168.1,1
3786,21.4,16.3,15.3,53.1,83.3,189.0,427.7,82.0,218.4,95.9,15.8,9.7,1227.9,37.7,151.7,917.1,121.4,1
3787,8.3,12.4,3.4,27.5,58.6,128.3,160.9,323.7,210.6,67.8,23.1,1.5,1026.1,20.7,89.5,823.5,92.4,1
3788,23.1,1.9,62.5,83.4,52.2,142.9,292.6,281.9,241.0,124.7,30.4,4.6,1341.4,25.0,198.1,958.4,159.8,1
3789,12.3,24.0,18.6,67.6,56.9,180.7,272.9,190.8,216.9,114.2,53.9,28.4,1237.3,36.4,143.1,861.3,196.5,1
3790,17.8,30.2,28.3,62.8,42.0,140.5,361.3,339.9,234.6,88.7,51.6,35.1,1432.7,48.0,133.0,1076.3,175.3,1
3791,24.6,29.2,48.2,42.4,51.9,114.1,319.8,432.7,198.4,83.3,31.9,17.0,1393.6,53.8,142.5,1065.1,132.2,1
3792,18.1,33.5,93.5,78.3,118.9,241.1,336.3,317.9,176.8,83.9,58.3,17.6,1574.1,51.6,290.7,1072.1,159.8,1
3793,12.8,26.5,7.6,40.2,36.4,145.0,319.2,354.8,161.5,107.8,0.0,24.5,1236.4,39.3,84.2,980.5,132.4,0
3794,16.7,14.5,38.1,44.3,54.2,182.6,229.8,402.7,155.3,49.4,70.5,16.8,1274.9,31.2,136.6,970.3,136.8,1
3795,16.9,33.8,17.3,48.7,51.2,191.3,379.8,223.5,106.5,98.2,46.8,28.1,1242.1,50.7,117.2,901.1,173.1,1
3796,13.6,3.0,20.3,60.4,55.1,142.7,350.9,153.7,142.6,47.0,35.1,19.2,1043.5,16.6,135.8,789.8,101.3,1
3797,14.9,9.4,17.0,59.0,52.7,254.8,359.1,324.7,141.1,132.8,15.2,17.5,1398.1,24.3,128.8,1079.6,165.5,1
3798,37.2,8.5,9.7,34.5,69.8,113.6,383.5,263.2,163.6,102.2,24.2,8.3,1218.4,45.7,114.1,923.8,134.8,1
3799,24.7,37.1,29.3,33.3,14.1,189.4,324.2,186.6,271.2,55.8,45.2,5.6,1216.6,61.9,76.6,971.4,106.6,1
3800,14.5,35.2,3.5,59.1,91.0,188.5,398.7,274.7,181.8,85.1,45.6,0.0,1377.6,49.7,153.6,1043.7,130.7,1
3801,26.4,28.8,47.0,60.7,79.7,172.0,321.4,329.5,202.6,49.6,46.4,29.6,1393.7,55.2,187.5,1025.5,125.5,1
3802,14.0,37.0,31.0,36.3,27.2,103.7,279.7,269.9,204.2,139.2,18.4,14.4,1174.9,51.0,94.5,857.4,172.0,1
3803,32.1,9.7,37.6,10.1,0.0,222.9,294.5,226.5,272.6,143.7,14.4,11.6,1275.6,41.8,47.7,1016.5,169.7,1
3804,22.4,26.9,21.6,40.4,34.6,215.9,293.3,264.8,160.1,108.5,36.9,0.0,1225.5,49.3,96.7,934.1,145.4,1
3805,16.7,20.2,23.4,58.7,55.2,137.8,258.6,278.7,178.4,141.2,48.4,9.0,1226.4,37.0,137.3,853.6,198.5,1
3806,23.4,33.9,35.2,84.7,134.2,213.9,409.2,148.8,184.5,87.8,33.1,7.5,1396.1,57.2,254.1,956.4,128.3,1
3807,0.0,20.4,9.0,18.6,77.2,195.6,315.7,270.3,249.1,111.0,62.6,7.3,1336.9,20.4,104.9,1030.8,180.9,1
3808,4.5,16.6,23.6,35.6,11.4,104.6,301.6,188.6,259.9,128.5,33.7,19.7,1128.2,21.1,70.6,854.7,181.9,1
3809,3.7,29.6,14.5,36.4,42.7,128.0,322.2,324.8,214.7,81.8,33.0,17.3,1248.7,33.2,93.6,989.7,132.1,1
3810,19.7,34.3,14.0,74.8,60.5,237.6,503.6,173.8,254.1,84.7,46.4,1.0,1504.6,54.0,149.3,1169.2,132.1,1
3811,38.8,12.6,0.0,44.2,69.1,192.0,215.8,348.9,199.2,117.5,57.4,1.7,1297.3,51.4,113.3,955.9,176.6,1
3812,44.8,21.1,54.1,25.0,25.2,144.0,235.8,252.2,181.0,106.6,6.0,1.7,1097.6,65.9,104.3,813.0,114.3,0
3813,25.7,7.2,17.6,57.3,58.2,127.8,198.4,243.1,251.3,53.3,10.6,35.9,1086.4,32.8,133.2,820.5,99.8,1
3814,24.0,0.0,50.9,36.1,41.9,146.7,278.7,300.0,215.4,0.0,26.7,32.4,1152.9,24.0,128.9,940.8,59.2,1
3815,0.0,24.8,49.2,18.1,31.1,150.6,312.2,221.1,151.8,75.3,96.2,6.6,1136.9,24.8,98.4,835.6,178.1,1
3816,11.5,30.5,6.9,25.4,69.3,128.5,262.4,299.0,241.9,2.3,27.8,0.0,1105.3,42.0,101.5,931.7,30.1,1
3817,8.5,25.7,10.4,83.1,83.7,79.2,257.2,230.2,179.2,44.3,30.6,17.4,1049.6,34.2,177.2,745.8,92.3,1
3818,10.5,0.0,76.1,53.5,85.5,237.7,305.0,242.1,172.8,48.8,45.4,16.5,1293.9,10.5,215.1,957.6,110.7,1
3819,16.0,17.1,61.5,47.4,78.1,228.4,259.9,307.6,236.4,60.4,52.5,19.5,1384.7,33.1,187.0,1032.2,132.4,1
3820,12.3,0.0,29.4,39.5,48.1,105.0,316.7,202.6,185.4,113.2,36.4,24.2,1112.7,12.3,117.0,809.6,173.7,1
3821,0.0,41.2,34.6,51.4,82.0,182.5,373.0,194.0,210.2,121.4,56.3,21.0,1367.7,41.2,168.1,959.7,198.7,1
3822,27.0,6.8,18.6,51.2,70.7,125.4,342.4,296.9,224.4,101.3,9.1,3.7,1277.5,33.8,140.5,989.1,114.2,1
3823,5.1,39.6,37.8,51.4,65.8,160.6,356.7,278.2,149.3,106.0,17.7,19.2,1287.4,44.7,155.0,944.7,142.9,1
3824,20.9,35.2,17.1,47.5,44.9,156.0,371.0,291.5,210.0,106.9,56.2,25.4,1382.7,56.1,109.5,1028.5,188.6,1
3825,42.9,9.4,0.0,64.1,48.1,151.5,314.8,302.3,260.2,0.0,33.2,8.0,1234.5,52.3,112.2,1028.7,41.3,1
3826,7.0,6.1,6.2,45.5,64.1,285.2,283.9,283.9,140.3,82.4,7.8,19.3,1231.6,13.1,115.8,993.2,109.4,1
3827,0.0,26.9,30.4,23.5,130.3,150.8,240.9,321.4,213.4,13.7,6.5,9.9,1167.8,26.9,184.2,926.5,30.2,1
3828,14.6,10.2,9.6,31.5,70.4,130.5,267.6,286.6,146.9,101.3,16.8,38.0,1124.1,24.7,111.6,831.7,156.1,1
3829,31.2,23.4,28.8,1.5,44.9,133.1,258.3,143.5,243.1,2.5,33.0,1.4,944.7,54.6,75.1,778.0,36.9,0
3830,41.5,15.2,10.7,89.6,38.7,232.4,346.2,161.1,242.6,75.1,42.3,28.7,1324.3,56.7,138.9,982.4,146.2,1
3831,3.2,0.0,15.9,64.0,48.2,84.1,319.3,411.1,171.6,102.8,26.4,0.0,1246.7,3.2,128.1,986.1,129.2,1
3832,24.0,0.0,45.4,26.7,123.0,133.1,343.8,280.0,304.9,39.5,40.7,35.7,1396.7,24.0,195.1,1061.7,115.9,1
3833,12.4,25.2,34.5,38.8,50.8,254.6,213.8,344.6,247.5,118.5,24.3,3.4,1368.4,37.6,124.1,1060.5,146.2,1
3834,16.7,14.1,29.8,31.0,87.4,188.4,395.2,256.5,226.8,101.3,57.5,18.1,1422.8,30.9,148.2,1066.9,176.8,1
3835,49.7,14.3,45.8,78.9,51.5,185.6,265.1,276.1,223.8,96.5,84.0,0.0,1371.3,64.0,176.2,950.6,180.5,1
3836,0.0,31.7,38.7,13.8,69.3,292.3,218.0,249.2,241.2,108.5,25.1,1.2,1288.9,31.7,121.7,1000.6,134.8,1
3837,21.0,38.4,56.0,47.5,84.2,188.5,264.3,447.7,138.2,68.4,42.6,25.9,1422.7,59.5,187.7,1038.7,136.8,1
3838,23.6,18.2,21.7,42.6,46.0,136.0,468.9,297.2,200.1,87.8,41.0,27.3,1410.4,41.8,110.3,1102.3,156.1,1
3839,31.0,17.2,22.3,63.2,44.0,159.5,267.9,243.6,209.9,82.4,35.8,18.6,1195.5,48.3,129.5,880.9,136.8,1
3840,19.2,29.0,6.6,42.7,108.4,112.6,272.2,167.7,169.2,81.5,46.1,24.2,1079.3,48.2,157.7,721.7,151.7,0
3841,21.7,3.0,22.3,6.3,89.6,244.1,281.6,414.2,214.2,56.5,42.6,27.5,1423.4,24.7,118.2,1154.0,126.5,1
3842,13.3,25.1,47.4,39.5,84.1,206.6,284.6,268.9,254.0,34.8,23.6,8.5,1290.4,38.4,171.0,1014.1,66.8,1
3843,21.2,29.7,53.4,23.6,84.0,236.8,240.3,330.6,168.1,69.2,59.3,0.6,1317.0,51.0,161.1,975.8,129.1,1
3844,13.9,31.5,47.3,46.8,74.9,241.7,305.0,338.2,187.2,67.1,37.0,15.8,1406.4,45.4,168.9,1072.1,120.0,1
3845,25.5,0.0,0.0,76.6,118.5,152.2,370.3,248.5,147.3,54.0,25.3,9.7,1227.8,25.5,195.0,918.4,89.0,1
3846,13.6,11.3,49.5,6.7,63.2,123.0,317.0,325.7,97.1,114.4,81.9,20.3,1223.7,24.9,119.5,862.8,216.5,1
3847,22.5,9.7,0.0,27.4,78.2,172.2,217.2,238.9,230.5,37.5,30.7,22.0,1086.7,32.2,105.6,858.8,90.2,1
3848,17.6,23.4,46.2,32.8,21.4,127.0,270.9,212.7,188.7,75.5,38.1,8.5,1062.7,41.0,100.4,799.2,122.1,1
3849,31.5,28.7,23.4,36.6,38.9,184.1,256.4,359.2,192.5,126.3,36.5,23.7,1337.8,60.2,98.9,992.1,186.6,1
3850,17.4,43.0,42.6,61.3,28.4,237.3,298.7,269.2,138.7,116.5,30.4,23.2,1306.7,60.3,132.3,943.9,170.1,1
3851,0.0,15.1,6.0,41.2,97.7,165.8,388.1,315.3,180.4,128.2,42.0,24.0,1403.6,15.1,144.9,1049.5,194.1,1
3852,33.1,15.0,51.1,54.1,0.0,183.2,284.6,307.9,247.0,59.6,16.1,11.5,1263.4,48.2,105.2,1022.8,87.2,1
3853,7.1,38.1,3.6,31.2,50.7,169.8,288.8,323.4,190.0,111.8,44.9,24.6,1284.2,45.2,85.6,972.1,181.3,1
3854,10.2,26.2,18.0,50.1,0.0,219.2,419.4,174.2,191.5,41.6,0.0,21.7,1171.9,36.3,68.0,1004.3,63.3,1
3855,10.9,39.7,12.0,62.1,38.7,138.3,356.3,240.2,200.8,71.5,7.0,23.0,1200.7,50.6,112.9,935.6,101.6,1
3856,34.5,26.0,0.0,28.9,48.3,54.2,335.2,257.9,125.7,75.1,69.5,34.5,1089.8,60.5,77.1,773.0,179.1,1
3857,0.0,5.8,31.7,62.2,100.8,200.9,432.1,223.5,222.5,60.1,7.9,19.6,1367.0,5.8,194.7,1078.9,87.6,1
3858,55.7,3.3,62.5,46.2,73.1,229.3,329.3,309.2,124.7,68.3,0.0,9.3,1310.9,59.0,181.8,992.5,77.6,1
3859,30.7,0.3,78.0,68.0,38.7,199.6,155.9,360.7,141.1,63.3,8.4,3.8,1148.4,31.0,184.7,857.3,75.4,0
3860,20.7,31.3,31.7,40.6,91.8,139.8,353.3,371.5,135.4,44.7,67.8,28.4,1357.0,51.9,164.2,1000.0,140.9,1
3861,17.3,38.6,50.1,53.4,62.5,112.6,183.6,256.9,180.9,114.5,0.0,19.9,1090.4,56.0,166.0,734.0,134.5,1
3862,21.4,47.9,34.2,44.1,63.1,202.2,326.6,299.9,171.7,75.1,13.9,34.4,1334.3,69.3,141.3,1000.4,123.3,1
3863,24.3,33.8,39.0,42.9,28.3,182.8,175.0,310.3,189.9,89.7,3.8,0.0,1119.8,58.1,110.2,858.1,93.5,0
3864,25.7,38.3,23.8,50.7,34.3,168.1,262.3,322.2,142.9,88.2,27.5,26.0,1210.2,64.0,108.8,895.6,141.8,1
3865,24.7,13.9,33.5,56.8,38.9,275.2,269.5,220.3,242.3,84.1,24.3,13.1,1296.6,38.5,129.2,1007.3,121.5,1
3866,19.1,5.8,39.7,17.5,63.3,122.9,241.1,403.8,233.4,85.5,23.4,12.1,1267.6,24.9,120.5,1001.2,121.0,1
3867,15.6,33.9,19.6,76.5,64.2,272.6,270.6,343.0,181.0,70.4,70.1,7.6,1425.1,49.5,160.3,1067.2,148.1,1
3868,16.2,27.8,28.6,4.1,105.2,176.7,367.3,344.8,165.1,135.9,9.0,25.9,1406.7,44.0,137.9,1053.9,170.8,1
3869,15.7,23.5,28.9,29.9,72.8,74.0,245.0,361.8,159.9,110.9,31.0,22.7,1176.2,39.2,131.7,840.8,164.6,1
3870,31.6,27.4,44.9,42.9,0.0,165.1,333.2,316.3,173.9,82.7,39.8,3.4,1261.2,59.0,87.8,988.5,125.9,1
3871,25.1,26.5,10.8,54.1,69.4,227.8,227.4,210.1,117.2,65.0,13.4,17.8,1064.6,51.6,134.2,782.5,96.2,0
3872,0.0,40.0,29.1,79.7,21.4,154.9,281.7,270.5,140.1,77.5,42.7,23.8,1161.4,40.0,130.1,847.3,144.0,1
3873,25.9,40.1,64.4,4.1,35.0,93.9,317.7,167.7,234.7,97.9,25.0,18.0,1124.3,66.0,103.5,814.0,140.8,1
3874,20.3,29.6,51.0,33.8,39.3,166.0,225.2,308.2,205.7,139.0,40.5,28.2,1286.8,50.0,124.0,905.1,207.7,1
3875,17.8,33.8,54.3,0.0,43.4,127.9,203.2,268.5,275.0,29.8,30.8,12.8,1097.3,51.6,97.7,874.5,73.5,1
3876,13.3,29.2,30.4,45.7,23.5,202.0,329.4,277.2,174.4,107.1,0.0,0.0,1232.4,42.5,99.6,983.2,107.1,1
3877,31.5,15.5,35.8,51.0,67.7,217.5,373.6,361.9,171.2,124.8,59.1,18.1,1527.7,47.0,154.5,1124.2,202.0,1
3878,29.4,32.6,48.0,80.0,22.5,116.9,289.5,248.9,168.8,25.5,74.4,18.0,1154.5,62.0,150.5,824.1,117.9,0
3879,8.7,2.5,58.1,47.7,72.0,136.2,263.0,262.9,173.4,75.1,29.5,19.4,1148.4,11.2,177.7,835.4,124.0,1
3880,22.9,36.8,0.0,68.0,124.6,216.6,305.9,281.5,155.7,41.5,15.0,28.2,1296.7,59.6,192.6,959.7,84.8,1
3881,6.3,5.3,6.3,57.8,24.8,127.8,298.9,154.9,204.1,98.4,63.1,0.0,1047.7,11.6,88.9,785.6,161.5,0
3882,1.4,26.0,53.6,35.4,54.0,115.5,312.0,261.9,191.5,68.4,70.8,13.4,1203.9,27.4,143.0,880.9,152.6,0
3883,10.5,10.2,25.0,14.0,0.0,110.2,118.0,111.0,163.5,77.1,29.6,5.9,674.8,20.6,39.0,502.6,112.5,0
3884,28.3,29.7,17.9,51.1,53.6,194.4,220.2,240.2,255.1,66.4,28.6,2.7,1188.1,58.1,122.5,909.8,97.7,1
3885,29.4,21.5,7.4,12.2,80.0,192.0,235.8,338.2,288.6,109.4,31.4,15.2,1361.1,51.0,99.6,1054.6,156.0,1
3886,24.2,0.0,20.0,73.5,82.2,137.4,305.6,310.4,250.7,90.7,0.0,23.7,1318.3,24.2,175.7,1004.0,114.4,1
3887,26.7,27.9,4.8,41.4,64.2,175.3,308.0,239.6,219.0,90.8,27.2,19.3,1244.1,54.6,110.4,941.9,137.3,0
3888,24.2,13.9,67.6,71.3,86.9,259.0,339.5,282.8,229.6,88.1,67.3,8.4,1538.7,38.1,225.8,1110.9,163.8,1
3889,10.3,34.3,29.6,34.4,133.3,121.4,313.0,206.9,286.5,103.8,29.6,14.4,1317.6,44.6,197.3,927.9,147.8,1
3890,23.2,22.0,29.0,50.9,109.9,67.7,203.9,279.8,229.5,72.0,12.2,26.2,1126.5,45.2,189.8,781.0,110.5,1
3891,27.6,27.5,40.6,49.6,47.4,200.0,396.3,479.3,159.6,146.6,42.9,23.5,1640.9,55.1,137.6,1235.2,213.1,1
3892,27.1,8.6,47.3,44.0,21.4,168.9,384.0,405.5,210.4,35.1,19.7,9.9,1381.9,35.6,112.7,1168.9,64.7,1
3893,32.3,13.7,47.0,35.5,50.6,135.9,206.9,283.6,222.6,16.4,31.7,9.2,1085.5,46.0,133.1,849.0,57.3,1
3894,26.5,15.6,49.3,53.6,35.5,210.9,318.3,290.9,138.3,13.3,7.6,0.0,1159.7,42.1,138.4,958.3,20.9,1
3895,22.2,34.0,18.6,24.6,74.6,221.2,253.3,213.4,175.2,3.0,12.3,11.3,1063.7,56.2,117.9,863.1,26.5,1
3896,30.8,45.5,24.6,18.4,28.9,53.5,304.7,225.5,247.2,107.6,47.8,0.0,1134.6,76.3,72.0,831.0,155.3,1
3897,17.7,10.7,43.8,72.3,60.0,139.1,368.7,304.6,95.2,103.0,35.3,38.7,1289.2,28.4,176.1,907.6,177.0,1
3898,7.4,37.1,20.5,61.0,85.5,302.5,444.1,244.3,125.0,127.9,17.5,6.6,1479.3,44.5,167.0,1115.9,152.0,1
3899,16.0,0.0,29.9,46.4,59.2,207.1,347.6,341.5,180.8,41.8,35.4,28.2,1334.0,16.0,135.5,1077.0,105.4,1
3900,9.1,5.3,37.2,81.6,35.5,212.2,315.6,386.7,208.4,110.3,20.9,36.0,1458.8,14.3,154.3,1123.0,167.2,1
3901,9.9,8.6,44.1,39.1,94.9,239.5,271.2,302.6,119.4,84.2,17.3,18.4,1249.2,18.5,178.1,932.7,119.9,1
3902,16.3,3.1,0.0,74.1,9.4,175.9,307.7,286.9,183.4,88.3,56.3,14.9,1216.3,19.3,83.5,954.0,159.5,1
3903,8.5,0.0,42.9,48.9,52.8,218.8,390.2,165.7,250.0,105.8,48.7,1.5,1333.6,8.5,144.5,1024.7,155.9,1
3904,14.3,27.8,25.8,22.5,60.8,214.5,291.9,330.8,193.6,53.3,32.6,10.4,1278.2,42.1,109.1,1030.8,96.3,1
3905,0.0,19.0,42.7,85.7,62.4,204.6,233.0,202.2,238.8,180.3,35.9,33.6,1338.4,19.0,190.8,878.7,249.8,1
3906,20.6,27.3,44.0,66.8,67.1,157.3,181.6,251.6,159.2,132.6,32.8,19.9,1160.7,47.9,177.8,749.7,185.3,0
3907,18.0,31.7,58.9,42.3,79.1,184.5,330.9,345.3,147.9,61.8,42.7,16.3,1359.4,49.7,180.4,1008.5,120.8,1
3908,8.2,25.7,54.4,61.0,61.0,142.6,312.3,350.0,234.1,40.6,17.0,30.4,1337.4,33.9,176.4,1039.1,88.0,1
3909,25.9,31.2,54.2,36.1,51.7,175.7,249.8,248.3,209.2,78.7,50.3,23.7,1234.7,57.1,142.1,883.0,152.6,1
3910,29.3,21.0,56.0,63.2,50.6,110.7,366.8,252.2,128.3,88.9,40.1,14.4,1221.6,50.3,169.8,858.1,143.4,1
3911,0.0,5.4,35.2,0.0,44.9,131.5,265.5,232.4,148.4,122.5,27.7,18.4,1031.9,5.4,80.1,777.8,168.6,1
3912,8.8,36.8,30.6,22.6,84.1,159.5,285.6,198.5,271.4,37.6,23.2,7.6,1166.2,45.7,137.2,915.0,68.4,1
3913,8.8,13.8,45.7,66.5,43.9,123.1,293.8,236.8,141.9,92.8,49.8,9.8,1126.9,22.5,156.2,795.7,152.5,1
3914,6.7,8.9,43.2,39.5,85.7,147.2,270.4,170.3,238.6,23.9,30.0,13.7,1078.2,15.6,168.4,826.5,67.6,0
3915,28.0,19.5,24.4,49.6,62.5,166.0,311.5,326.4,165.1,98.6,19.0,22.1,1292.8,47.5,136.5,969.1,139.7,1
3916,15.7,9.2,37.3,15.4,47.4,197.1,375.6,306.8,189.8,77.9,25.3,2.3,1299.9,24.9,100.1,1069.4,105.5,1
3917,14.8,16.2,29.4,85.7,79.3,227.2,215.0,318.1,205.3,155.6,48.4,16.8,1411.8,31.0,194.3,965.7,220.8,1
3918,0.0,26.8,14.6,71.2,41.6,149.5,329.2,215.1,80.7,23.3,0.8,11.7,964.6,26.8,127.5,774.5,35.8,1
3919,25.6,26.9,53.2,40.6,79.9,248.4,307.1,198.7,113.9,134.1,25.9,6.1,1260.4,52.5,173.7,868.2,166.1,1
3920,3.1,9.4,31.0,36.1,68.0,226.6,305.8,283.6,194.5,17.3,54.4,11.8,1241.6,12.6,135.0,1010.5,83.4,1
3921,18.7,15.2,66.9,67.7,45.3,202.7,356.0,284.4,152.3,31.6,29.6,0.0,1270.4,33.9,179.8,995.4,61.2,1
3922,21.3,37.0,0.7,88.6,76.8,183.5,298.5,270.0,241.8,18.3,38.5,7.7,1282.6,58.4,166.2,993.7,64.4,1
3923,34.3,28.9,20.0,66.0,77.3,192.6,328.6,260.3,106.5,91.5,54.7,3.9,1264.7,63.3,163.3,888.0,150.2,1
3924,2.3,51.1,30.6,92.8,94.4,240.3,345.1,396.3,219.4,37.4,50.8,12.9,1573.4,53.3,217.8,1201.1,101.2,1
3925,0.0,38.5,50.5,24.7,89.1,242.3,259.7,309.0,118.4,30.8,24.2,0.0,1187.1,38.5,164.2,929.4,55.0,1
3926,20.2,38.0,37.2,27.0,75.8,248.4,315.9,414.0,171.7,89.7,30.4,18.1,1486.4,58.2,139.9,1150.1,138.2,1
3927,39.6,2.6,35.6,18.8,30.4,177.3,277.4,366.3,134.7,99.2,51.1,26.0,1259.0,42.2,84.9,955.7,176.3,1
3928,32.9,32.7,9.7,54.7,130.6,205.5,285.7,395.8,288.9,83.5,51.8,14.7,1586.5,65.6,195.0,1176.0,150.0,1
3929,20.5,21.3,9.2,48.9,22.7,248.9,272.5,206.9,120.3,75.8,31.2,21.5,1099.7,41.8,80.7,848.6,128.6,0
3930,12.1,14.3,35.8,41.7,88.6,140.7,328.0,320.3,183.7,151.5,31.9,10.4,1358.9,26.4,166.0,972.7,193.8,1
3931,27.7,24.4,5.4,62.8,74.1,157.5,300.7,250.6,100.2,87.5,38.4,0.0,1129.3,52.0,142.3,809.0,125.9,1
3932,6.3,35.2,20.4,72.1,29.1,175.9,322.6,166.9,273.2,112.6,60.3,16.0,1290.8,41.6,121.7,938.6,189.0,1
3933,23.7,29.0,39.0,11.4,58.5,224.5,293.8,381.7,210.9,87.4,54.4,23.5,1437.8,52.7,109.0,1110.8,165.3,1
3934,24.1,9.7,12.3,31.9,59.8,225.3,182.7,260.0,197.1,40.3,46.9,1.4,1091.5,33.8,104.0,865.2,88.6,1
3935,30.7,32.4,58.9,63.0,98.6,162.3,297.2,208.3,266.7,102.9,11.4,10.9,1343.2,63.1,220.5,934.4,125.2,1
3936,51.1,13.1,52.0,34.7,42.0,92.0,299.4,251.8,197.7,57.1,27.5,13.3,1131.8,64.2,128.8,840.9,97.9,1
3937,22.7,25.0,1.7,27.4,54.7,188.5,312.0,225.9,201.4,78.5,28.6,47.4,1213.8,47.7,83.8,927.8,154.5,1
3938,11.9,17.8,13.2,67.4,0.0,124.5,253.4,232.8,196.8,93.6,61.4,18.5,1091.3,29.6,80.6,807.6,173.4,0
3939,17.7,18.9,0.0,16.6,110.6,93.1,211.3,264.9,219.3,8.2,28.2,0.0,988.9,36.6,127.2,788.6,36.4,1
3940,0.0,32.7,15.9,38.4,32.0,105.5,338.7,397.7,164.4,20.8,58.1,0.0,1204.2,32.7,86.3,1006.3,78.9,1
